latitude,longitude,wind_speed_m_s,air_density_kg_m3,temperature_c,humidity_pct,pressure_hpa,elevation_m,wind_generation_mw
27.56905,75.01298,3.2,1.1829,24.45,68.97,1010.46,48.54,0.0155
10.19084,73.08754,1.11,1.081,28.33,86.37,935.49,708.48,0.0
27.88423,83.69409,7.08,1.006,17.18,69.49,838.4,1555.51,0.5079
12.28045,74.27145,5.85,1.1629,24.89,65.3,994.86,172.92,0.2762
24.57566,75.80864,3.34,0.9834,12.42,71.43,806.09,1899.65,0.0146
14.66928,77.67515,4.14,1.109,19.91,69.03,932.96,678.98,0.058
12.49233,75.84721,9.12,1.0476,27.65,67.93,904.59,931.16,1.1523
25.52781,85.37665,5.53,1.0627,18.07,69.77,888.4,1102.21,0.2269
21.54524,73.29125,2.53,0.9861,17.53,62.43,822.79,1700.36,0.0
15.53479,80.82021,1.27,1.0961,25.11,69.08,938.45,641.91,0.0
8.8788,72.00758,6.16,1.1322,28.03,51.12,978.78,324.73,0.3493
23.68335,69.07601,3.84,1.0143,24.1,74.58,865.45,1348.49,0.0644
19.68934,75.00351,4.04,1.0512,23.07,51.58,893.86,1073.03,0.1169
10.25843,85.70799,5.41,1.1384,21.65,72.8,963.37,390.12,0.2017
14.76367,78.20225,4.2,1.1016,23.97,62.09,939.58,617.9,0.1043
11.90897,72.21499,3.85,1.0803,16.82,74.1,899.19,1065.6,0.0092
15.98865,75.69741,4.53,0.9771,18.58,69.97,818.21,1865.58,0.1232
18.92406,71.49733,1.75,1.1476,29.99,52.34,998.6,198.45,0.0088
26.28018,86.96457,0.5,1.0451,22.93,62.75,888.26,1183.52,0.0344
22.25366,79.52182,3.13,1.1201,16.32,54.91,930.76,727.83,0.0077
17.06434,72.61781,2.96,1.1437,24.01,67.42,975.58,307.36,0.0
10.79429,70.1507,3.94,1.0621,32.59,61.37,932.16,720.32,0.0498
14.92037,75.55821,1.79,1.123,21.98,67.41,951.42,496.43,0.0111
16.43092,85.29738,6.59,1.0985,27.57,61.68,948.26,519.73,0.4305
9.07253,69.27762,1.37,1.1006,20.32,77.63,927.15,714.26,0.0
10.92426,81.66601,7.28,1.0896,28.39,72.03,943.12,608.31,0.5601
14.89869,72.78783,2.32,1.0367,17.14,66.89,863.87,1381.14,0.0171
13.84163,83.21633,5.87,0.9848,26.76,57.91,847.76,1531.77,0.2861
17.88353,69.24386,6.03,1.1603,29.96,61.6,1009.56,40.91,0.3412
22.66506,83.41033,1.94,1.1898,21.25,59.87,1005.42,98.99,0.0228
19.47713,80.20529,5.95,1.0667,23.02,84.51,906.85,964.35,0.2881
25.02782,69.86305,5.29,1.1285,26.94,68.37,972.08,347.22,0.1888
16.04737,78.21024,2.1,0.9775,22.51,76.62,829.58,1679.45,0.0585
8.30842,76.13417,2.0,0.9912,24.61,54.99,847.22,1534.16,0.0
11.99415,69.70171,8.07,1.1381,19.23,75.67,955.21,519.44,0.7482
19.14971,79.07975,1.97,1.0775,22.81,75.07,915.41,829.23,0.0326
9.49994,74.86982,9.13,1.0897,22.81,46.97,925.77,758.03,1.2053
20.41589,84.81968,6.47,1.0151,15.7,64.25,841.69,1541.41,0.4256
21.55513,85.92637,4.41,1.0689,21.39,59.99,903.7,994.8,0.1268
10.56891,84.21065,1.24,1.0798,24.79,79.29,923.49,757.23,0.0
17.10638,77.52198,5.15,1.1214,23.98,82.55,956.44,574.65,0.2232
11.60484,73.2805,1.03,0.9677,14.86,57.79,800.0,1993.73,0.0
14.40343,85.43191,1.78,1.0815,28.66,56.95,936.94,592.92,0.0
18.95186,78.65315,3.96,0.9766,13.75,67.1,804.24,1926.97,0.0527
11.89788,83.47251,8.72,1.0928,17.64,64.03,912.15,866.24,1.0082
20.69065,85.36677,3.49,1.0133,19.59,73.86,851.47,1475.62,0.0
24.66507,71.10317,2.08,1.1398,30.64,45.44,993.96,131.61,0.0
20.68324,86.90476,3.82,1.1264,20.79,73.64,950.38,528.73,0.0893
24.79352,76.88787,6.04,1.1536,28.91,65.35,1000.24,133.54,0.3342
13.24907,74.60137,4.98,1.0497,24.56,75.03,897.09,1019.79,0.1845
15.69576,71.76951,1.76,0.9606,20.63,73.34,810.04,1964.98,0.0
21.91137,78.59503,7.51,1.1338,25.69,65.02,972.57,409.42,0.6318
24.80076,82.34277,3.74,1.1214,28.94,68.99,972.4,299.99,0.0107
20.13084,72.18861,2.75,1.0396,20.58,74.63,876.58,1245.44,0.0386
8.34815,74.81403,5.33,1.0613,20.08,64.18,893.31,1120.56,0.1632
14.18489,77.77908,2.97,1.131,22.79,70.19,960.76,415.02,0.0
16.56274,69.51436,3.68,0.9843,20.71,88.86,830.32,1644.13,0.0173
26.454,85.42334,3.12,1.0389,22.0,68.07,880.17,1200.38,0.0
21.07492,82.28186,6.99,1.1018,24.02,75.54,939.83,631.3,0.5088
19.49398,79.30486,5.76,0.9504,21.91,74.65,804.96,1915.0,0.2637
19.1729,75.64679,7.29,0.9798,11.47,55.57,800.47,1985.38,0.5046
8.29496,71.30933,2.96,0.9821,26.47,73.8,844.69,1532.4,0.0
19.12498,83.4409,3.21,1.0613,22.59,62.32,900.92,989.78,0.0
18.97983,80.26687,1.23,0.9828,11.69,92.74,803.57,1945.59,0.0
27.36363,84.25141,5.28,1.1437,17.62,55.66,954.58,490.33,0.1947
22.81451,78.28859,4.29,1.0394,15.26,76.35,860.47,1364.03,0.1005
14.99592,80.78148,7.61,0.9964,12.97,75.77,818.32,1811.44,0.6613
25.76667,76.6261,3.57,1.0198,17.5,56.84,850.81,1510.3,0.0193
14.83987,75.804,3.75,1.1344,24.98,54.13,970.78,332.03,0.022
18.80816,87.92907,3.67,1.084,25.5,67.65,929.26,744.77,0.0375
22.16476,84.52541,3.1,1.0137,20.05,56.8,853.18,1426.41,0.002
10.31442,75.76794,7.62,0.9599,19.94,68.43,807.6,1892.16,0.715
19.61203,84.20283,3.4,1.0416,12.52,52.9,854.11,1434.8,0.0342
17.11682,81.18118,4.36,0.9786,21.63,72.5,828.03,1772.72,0.1023
20.32726,76.92065,4.62,1.0345,14.42,71.69,853.93,1473.9,0.0934
24.98116,87.45825,10.34,0.9685,15.39,70.65,802.15,1916.53,1.6933
24.22302,79.97011,6.66,1.1376,24.53,75.36,972.1,345.65,0.4724
23.75489,68.50641,1.49,1.1103,24.92,55.73,949.96,509.19,0.0
11.63435,83.3465,6.37,1.0014,13.96,64.96,825.3,1752.01,0.3538
19.76746,79.25976,3.3,1.1482,23.01,76.5,976.12,346.39,0.0
18.31418,81.76361,1.78,0.9783,15.81,66.68,811.48,1836.94,0.0
27.81394,78.88998,5.34,1.0337,27.11,69.12,890.91,1029.26,0.175
10.76147,86.39759,3.97,0.9943,14.71,65.18,821.61,1790.41,0.0701
22.43844,73.21211,6.36,1.1464,31.86,58.56,1003.68,62.06,0.3589
17.8913,73.19982,6.38,1.1048,24.11,91.0,942.67,636.77,0.3528
18.13005,83.74486,3.24,1.1601,27.49,70.43,1001.14,86.47,0.0234
24.24192,81.79669,2.74,1.066,22.5,78.18,904.66,986.28,0.0
18.55779,86.76133,5.38,0.9642,18.52,77.5,807.21,1954.08,0.175
11.10604,69.66104,2.54,1.0703,22.37,68.65,907.93,935.58,0.0
23.67054,75.63882,8.7,1.098,20.09,77.13,924.24,749.13,0.9898
25.55221,87.83354,7.7,1.0657,21.89,60.22,902.53,975.85,0.6697
11.0397,68.50121,4.15,1.0551,28.04,88.42,912.19,874.63,0.0424
11.21517,87.70446,3.53,0.9794,23.64,54.05,834.36,1681.98,0.0918
25.43363,68.37394,1.68,1.1185,19.18,58.52,938.54,631.28,0.0
14.76865,86.29826,4.87,1.0266,15.98,82.01,851.99,1426.29,0.1291
20.16314,68.36416,5.71,1.1384,26.26,66.6,978.41,277.72,0.2667
10.85621,83.33551,4.83,0.9615,26.71,48.09,827.63,1762.98,0.1361
14.90851,68.12413,8.05,1.0183,20.27,67.89,857.69,1353.9,0.7836
24.12795,87.69754,3.76,1.0178,27.84,62.85,879.34,1213.37,0.0571
22.25529,79.64751,3.31,1.1407,25.44,72.21,977.71,338.83,0.0
24.73034,81.02364,4.29,0.9473,21.5,63.05,801.2,1905.32,0.1048
14.34755,83.19078,6.74,1.1054,29.76,51.15,961.2,495.42,0.4191
23.81089,68.04059,3.6,1.0272,27.47,72.67,886.37,1153.6,0.0417
14.80163,70.25173,3.95,0.9778,19.02,55.8,820.05,1784.15,0.0705
12.54836,71.39046,3.6,1.0434,19.27,72.89,875.86,1224.25,0.0618
21.47865,87.34113,3.7,1.0651,19.32,60.87,894.15,1013.28,0.025
8.96682,73.63111,3.2,1.0646,14.51,68.73,879.07,1258.73,0.0
25.98389,70.31472,8.44,1.008,9.72,71.84,818.45,1809.99,0.9256
16.44294,72.83583,5.62,1.0213,20.69,63.64,861.41,1364.45,0.21
12.31482,86.10194,2.81,1.1411,25.33,51.48,977.68,275.32,0.0063
21.3061,78.7719,0.74,0.997,21.4,69.89,842.98,1460.71,0.0242
10.07544,74.55351,5.42,0.9934,12.67,75.98,815.06,1828.45,0.2122
20.20858,84.38256,3.93,1.0685,25.98,71.73,917.48,848.33,0.0645
11.56863,74.54992,6.75,0.9924,10.88,67.1,809.09,1995.77,0.4377
18.47575,73.67626,6.62,1.1145,36.51,56.38,990.63,250.59,0.3952
24.86978,84.25956,4.3,1.0746,26.0,80.08,922.76,735.97,0.0992
8.69529,78.42248,0.94,1.1397,24.9,70.8,975.12,268.65,0.0
23.20318,69.71181,2.68,1.1043,29.1,70.86,958.11,447.7,0.0331
14.95548,70.65385,2.85,0.9875,22.95,65.97,839.33,1568.78,0.0368
22.61782,73.00315,3.05,1.0996,29.95,68.78,956.72,472.71,0.0004
27.85705,73.31,5.59,1.0104,26.87,69.13,870.16,1242.28,0.2484
25.355,82.27955,4.22,1.0034,14.26,66.6,827.8,1730.85,0.0609
13.03759,83.10903,2.46,1.0525,20.28,70.68,886.5,1093.52,0.0
24.66789,74.23507,3.78,1.0632,24.69,74.25,908.99,935.28,0.1018
21.2295,70.1058,2.05,0.9851,22.51,66.63,836.02,1515.53,0.0165
18.622,76.42815,3.99,1.1237,21.35,71.76,949.91,554.35,0.0987
8.79776,78.14539,4.0,1.1655,24.52,69.56,995.86,150.23,0.055
19.63361,72.83695,3.78,1.0599,13.36,85.07,871.68,1240.55,0.0421
19.06758,72.10366,6.59,0.9923,16.8,58.65,825.91,1749.52,0.4664
16.35238,68.0471,4.22,1.1127,21.95,64.14,942.54,676.09,0.1013
19.93363,80.89702,1.36,1.1522,19.19,59.68,966.86,392.93,0.0
27.217,80.57126,7.79,1.1811,23.5,62.74,1005.76,93.79,0.7428
11.22588,80.00821,6.04,1.1549,29.49,67.28,1003.26,78.63,0.3561
18.68225,74.33663,3.04,1.093,25.55,77.84,937.15,688.98,0.0228
10.58052,73.21109,3.64,1.0782,25.63,67.05,924.7,792.84,0.0
15.62044,74.80564,6.66,0.9559,22.81,64.1,812.07,1899.35,0.4028
18.57541,69.58375,0.5,1.1623,23.3,60.12,989.04,174.58,0.0
21.14642,81.09529,5.06,1.0162,15.87,71.55,843.07,1621.96,0.1513
22.45865,73.48893,3.26,1.1109,26.71,88.16,956.24,438.33,0.0
16.73004,87.44182,4.78,0.9704,20.61,60.9,818.31,1850.28,0.1498
20.50287,83.0045,0.58,0.9421,22.68,51.31,800.0,1979.61,0.0
26.49518,86.41497,3.68,1.1195,24.14,83.13,955.3,473.5,0.0389
14.76837,80.95373,6.89,1.1343,15.03,71.95,938.29,583.56,0.5162
17.234,71.95735,3.45,1.1529,30.67,71.37,1005.45,91.36,0.0
15.51418,73.56991,3.18,1.016,21.67,64.83,859.8,1328.35,0.0
24.67644,78.2721,3.5,1.1413,30.75,53.55,995.6,169.97,0.0697
23.82733,69.41935,6.18,1.1101,28.89,35.89,962.48,411.26,0.3623
20.01091,85.81304,4.05,1.0574,15.04,75.83,874.72,1301.79,0.0568
16.0084,70.13789,9.01,1.1184,26.96,90.28,963.44,447.99,1.1324
27.32882,84.26068,2.61,1.1505,33.16,66.35,1011.57,22.55,0.0165
27.56795,80.76718,1.95,1.1107,17.38,68.6,926.29,776.37,0.0
14.22712,84.40276,5.67,0.9935,14.21,61.33,819.49,1809.36,0.2362
19.56473,87.49195,6.69,0.9927,17.75,83.77,828.96,1644.71,0.4117
22.36164,68.657,6.74,1.0851,22.8,64.56,921.83,789.89,0.4439
21.00572,80.0351,4.15,1.1222,26.47,81.3,965.15,467.35,0.0967
24.40919,86.69553,0.79,1.0805,22.36,66.96,916.55,861.56,0.0235
24.68006,73.70112,1.31,1.0356,23.93,87.73,883.13,1149.26,0.0131
10.3061,81.38978,7.44,0.9921,19.93,37.83,834.63,1601.38,0.5793
22.6016,72.22426,3.52,1.0706,23.03,61.74,910.19,865.91,0.0438
8.11229,83.58044,6.03,1.129,31.91,44.69,988.63,181.72,0.3188
15.99917,83.58247,7.63,1.0079,14.5,98.0,832.27,1730.1,0.6516
22.9957,78.182,7.56,0.9977,18.82,52.62,836.18,1626.52,0.6418
16.64483,84.90179,4.9,1.0979,23.85,73.42,935.97,636.01,0.1336
10.06147,75.76977,3.39,1.0497,21.42,66.87,887.58,1093.86,0.0369
9.43941,77.44072,2.96,1.0115,21.26,70.02,854.86,1438.93,0.0257
20.08823,80.85094,1.92,1.0595,26.07,72.5,910.03,923.92,0.0116
8.9249,75.503,5.5,1.1351,20.42,67.51,956.5,493.21,0.2821
18.11356,71.03034,4.3,1.056,22.72,70.5,896.83,1016.66,0.0476
24.06359,80.14812,2.53,1.1247,28.8,68.25,974.84,298.13,0.0
16.18999,71.90718,3.39,1.0648,27.73,58.83,919.61,830.62,0.0035
19.52194,79.46566,0.96,1.0115,24.5,67.15,864.19,1415.17,0.0
27.41926,71.1698,3.01,1.0264,7.65,84.19,827.34,1754.93,0.0421
26.51775,81.11488,4.32,1.0246,16.64,81.0,852.3,1374.95,0.0573
25.58637,76.49946,4.06,1.1109,23.28,81.37,945.29,639.76,0.0632
23.06225,72.78427,6.14,1.1648,21.89,71.26,986.5,233.19,0.3357
19.36427,77.69479,2.71,1.0206,24.82,73.77,872.95,1244.6,0.0
27.42786,82.48205,2.1,1.0015,20.91,78.15,845.39,1534.04,0.0
24.08328,85.59336,5.64,0.9759,21.53,87.53,825.51,1722.4,0.2612
18.69391,80.71482,5.2,1.0532,31.82,67.89,921.99,891.18,0.1895
10.92321,74.98259,3.44,0.9832,21.33,64.85,831.09,1695.62,0.0036
25.56688,78.36217,4.38,1.1334,25.78,57.71,972.52,364.99,0.1237
10.84583,86.0462,4.29,0.9784,14.61,64.81,808.13,1900.8,0.069
12.74814,81.00036,8.43,1.0734,24.46,84.83,917.03,814.76,0.9058
18.26274,72.57916,3.6,1.1059,27.78,60.58,955.31,515.16,0.0521
16.96222,73.66495,4.56,1.1312,21.38,68.4,956.39,462.81,0.1114
8.60216,73.64139,4.98,1.1069,24.6,75.51,946.09,607.16,0.1622
13.33116,73.51379,5.32,0.9693,21.31,69.32,819.28,1836.17,0.2163
27.22388,79.04409,2.86,1.109,24.34,82.99,946.99,541.51,0.0265
18.76995,68.3946,1.11,1.1479,18.61,75.88,961.4,444.0,0.004
14.06581,74.97889,6.88,0.9583,18.02,65.64,800.96,1993.39,0.4533
18.15225,72.02168,1.78,0.9718,19.77,88.27,817.1,1821.78,0.0026
22.28824,79.67059,2.61,1.0975,26.76,65.24,944.82,540.59,0.0275
17.45081,82.56553,2.36,1.1221,23.76,78.64,956.38,446.93,0.0067
18.40394,76.48,0.79,1.0859,25.85,59.39,932.0,716.68,0.0
27.74292,75.57509,0.69,1.0993,19.75,64.6,924.25,785.48,0.0069
20.06215,70.65154,0.74,1.136,23.08,75.95,965.94,356.84,0.0
18.90323,86.10714,4.45,1.0482,18.53,77.95,877.65,1195.05,0.0759
27.42951,82.01384,7.3,1.0177,15.55,52.93,843.38,1580.36,0.5606
13.25975,70.04439,6.63,1.0195,14.67,93.31,842.27,1536.28,0.4271
14.19246,78.38666,5.74,1.0285,19.26,69.18,863.32,1312.19,0.2408
14.49271,74.01464,11.91,1.0913,29.66,56.36,948.59,541.87,2.5774
27.46129,70.28638,2.59,1.1331,28.77,60.79,982.01,227.13,0.0
10.93861,85.24019,4.55,1.0931,25.27,51.12,936.35,652.93,0.0633
24.11017,68.20461,5.58,1.053,23.76,74.06,897.44,1018.81,0.2365
10.23614,69.33907,1.63,1.0459,13.44,72.5,860.42,1408.09,0.0
24.29015,76.64623,2.53,1.1008,21.02,87.58,929.49,693.71,0.0
17.77516,87.5121,2.41,1.0814,11.53,67.59,883.7,1148.31,0.0
11.45566,85.19513,3.22,1.1168,25.82,82.85,958.46,452.6,0.0243
12.50394,74.9039,3.33,1.0869,20.86,94.82,917.31,839.44,0.0117
23.72338,82.90154,2.99,0.9999,24.11,63.91,853.21,1434.18,0.0087
15.34643,83.85398,3.34,0.9962,17.98,77.81,832.55,1641.33,0.0114
8.2725,85.15296,3.15,0.9984,19.85,84.82,839.73,1605.6,0.0161
11.6574,73.37985,1.88,1.1079,25.02,60.39,948.26,563.46,0.0
19.19573,87.32004,4.63,0.9542,19.84,66.02,802.52,1974.78,0.0869
15.187,80.83955,5.95,1.1616,21.0,57.73,980.79,349.51,0.3273
23.61146,69.87065,5.16,1.1114,27.94,77.81,960.58,462.09,0.163
23.28039,84.44116,8.04,1.1178,29.87,63.04,972.25,320.71,0.7752
14.68494,76.29154,1.98,1.0179,24.28,64.67,869.05,1387.57,0.0
26.93782,68.74981,5.38,0.9545,18.84,86.5,800.0,1965.57,0.2032
18.56531,75.48182,6.69,1.1303,24.14,67.09,964.57,358.17,0.4372
12.79613,68.76864,1.64,1.1748,20.03,65.51,988.68,260.3,0.029
25.71314,76.13979,2.71,1.1442,17.45,66.65,954.43,521.83,0.0028
12.74656,78.64238,1.97,1.1358,24.36,67.8,970.01,345.22,0.0266
25.24744,75.68405,6.47,0.9644,23.0,54.63,819.82,1752.53,0.3948
15.39584,68.37444,2.74,1.0339,26.71,54.3,889.93,1096.91,0.0332
19.00439,75.14325,5.68,1.1046,29.59,50.3,959.95,420.12,0.2051
8.58748,87.50789,4.77,0.9845,16.71,64.89,819.14,1773.99,0.1077
17.31197,82.13945,4.5,1.0947,20.33,78.11,922.24,754.04,0.1046
14.86402,69.8076,2.21,1.0451,11.77,76.91,854.71,1435.71,0.0
21.14191,85.53087,3.66,1.1601,26.34,69.23,997.34,122.94,0.0416
16.007,84.25999,3.13,1.1592,25.18,63.01,992.64,201.47,0.0
22.8416,82.44264,3.65,1.0089,20.95,71.22,851.68,1451.65,0.0218
9.54662,72.44035,5.6,1.1153,28.95,72.57,967.14,373.33,0.2184
10.72794,80.59799,2.96,1.1087,26.19,75.26,952.67,475.75,0.0175
22.63886,74.91584,9.1,0.9849,23.91,69.46,839.85,1497.36,1.1565
22.43595,83.39031,2.56,0.995,19.87,68.11,836.87,1571.06,0.029
13.95474,74.5646,7.7,1.1823,25.39,53.11,1013.21,26.29,0.7186
9.17175,69.66955,4.09,0.9806,22.36,62.69,831.77,1612.77,0.0775
14.4043,74.37819,3.06,1.094,21.9,72.46,926.54,718.12,0.0
21.18747,71.71884,0.55,0.984,22.09,73.66,833.96,1587.91,0.0
26.45196,68.52993,5.37,1.1025,26.1,70.2,947.02,551.85,0.228
26.83871,87.53648,6.42,1.0414,25.28,65.65,892.09,1034.94,0.3527
27.72249,78.02584,2.87,1.0134,15.81,81.44,840.61,1607.27,0.0498
15.07229,79.06764,4.02,0.9888,11.12,61.89,806.87,1976.98,0.0901
22.54935,86.72813,4.44,1.0532,19.72,68.33,885.39,1146.36,0.1061
13.26901,84.03001,9.28,1.0919,27.81,59.49,943.28,537.2,1.2218
14.00089,76.15688,5.77,1.0631,12.94,72.1,873.02,1260.28,0.2854
12.33162,86.39618,6.04,1.1139,29.63,74.49,968.15,394.93,0.3056
14.90295,80.15485,5.65,1.0457,25.97,52.32,897.84,1011.49,0.2234
19.59817,77.34371,3.44,1.0648,27.01,64.46,917.43,903.84,0.0
10.48139,77.1107,8.5,1.1682,27.97,36.89,1009.8,29.01,1.0064
18.71149,79.56665,4.89,1.0007,26.07,75.9,859.49,1411.58,0.1497
18.74875,69.13915,3.95,1.1521,27.86,73.61,995.51,155.23,0.0753
16.85725,72.84531,2.76,0.9968,11.81,68.93,815.33,1905.6,0.0191
25.49371,71.89489,7.35,1.1764,22.9,71.24,999.71,112.3,0.6111
9.9899,82.89404,3.24,1.0116,24.63,57.4,864.71,1305.49,0.0
24.80188,69.26904,3.09,0.979,23.62,68.62,834.01,1666.61,0.0
19.21346,73.58137,4.28,1.0596,23.01,60.81,900.79,986.57,0.0675
25.82023,69.99375,2.07,1.1399,19.29,60.07,956.87,465.99,0.0482
27.47776,79.56697,6.91,0.9901,14.9,78.24,818.7,1879.45,0.4952
19.70708,79.00343,2.5,1.1415,23.48,67.52,971.95,325.34,0.0291
10.26337,70.43787,4.25,0.9736,21.95,76.61,824.75,1733.81,0.0478
10.08299,68.51152,1.43,0.9819,20.13,72.9,826.61,1654.22,0.0
27.32905,82.99632,3.92,1.1003,23.78,57.62,937.83,660.45,0.1002
25.24514,76.10883,10.17,0.9815,17.06,56.47,817.64,1819.77,1.6487
17.92834,85.62658,3.25,1.0413,12.97,71.99,855.24,1436.23,0.0404
10.14158,73.29362,3.52,1.0503,22.89,80.92,892.54,1049.09,0.0
19.52103,80.40456,3.51,1.1836,22.73,64.3,1005.25,107.36,0.0516
14.07264,84.75359,2.2,1.1423,19.1,57.42,958.32,490.7,0.0
17.52403,78.52967,2.69,0.9809,12.72,64.86,804.87,1976.28,0.0
26.60129,68.81333,1.36,1.0386,22.1,65.34,880.24,1187.1,0.0
19.71427,78.50559,5.58,1.0798,21.9,75.57,914.48,820.01,0.2629
23.9449,70.84713,7.28,1.1184,14.13,80.31,922.22,873.83,0.56
16.15842,75.66173,4.04,1.1252,20.65,71.44,948.92,551.59,0.0984
8.10146,74.61058,4.09,1.0485,21.31,60.49,886.23,1069.53,0.0214
26.97861,76.2288,4.69,1.007,28.52,55.59,872.02,1211.78,0.1057
21.18254,74.30606,3.28,1.168,20.8,67.33,985.54,233.38,0.013
23.67512,77.35238,4.38,0.9991,13.09,62.85,820.9,1776.28,0.1118
20.79991,68.49572,7.83,1.1398,23.32,46.01,970.05,367.05,0.742
20.01975,79.18718,5.57,1.0919,27.6,77.31,942.67,659.84,0.23
10.6429,80.47977,2.33,1.0269,12.02,69.57,840.62,1576.96,0.0
18.56471,82.83453,3.11,0.987,13.52,67.85,812.15,1843.07,0.0301
12.86553,86.18674,4.02,1.0219,20.5,58.93,861.34,1371.79,0.015
20.31369,73.16263,2.15,1.0559,26.78,81.31,909.07,896.47,0.0
18.64567,72.66577,4.24,1.1125,21.76,68.56,941.75,576.53,0.1081
14.14274,72.20697,4.22,1.0338,20.51,53.71,871.47,1226.86,0.0097
22.55252,83.38187,3.45,0.9688,20.39,64.57,816.33,1802.84,0.0278
14.52944,68.71814,6.48,1.0794,22.6,73.16,916.33,802.48,0.4138
20.71195,85.13368,2.56,1.0344,21.8,74.97,875.82,1218.14,0.0005
27.20293,72.22916,4.21,1.0321,22.57,87.74,876.12,1217.87,0.0489
24.26504,85.87099,5.66,1.1237,23.7,77.55,957.55,480.67,0.2128
21.57095,83.26008,2.89,1.0544,25.67,61.37,904.48,953.98,0.0199
9.52022,84.22466,4.68,1.013,17.92,54.91,846.35,1492.44,0.1141
13.5837,78.728,3.72,1.0748,17.75,81.25,897.48,1014.03,0.0247
17.2374,86.59824,3.44,0.9844,17.75,60.7,822.02,1721.87,0.0143
27.44614,69.23179,5.75,1.0266,19.34,65.81,861.95,1410.0,0.2715
15.91101,81.35028,5.19,1.0654,22.7,60.57,904.8,966.88,0.1872
15.91357,85.88681,2.39,0.9491,21.97,71.9,804.04,1993.77,0.013
10.41206,68.61897,4.92,1.0185,18.24,59.23,851.91,1515.74,0.1586
19.23322,83.65822,4.87,1.0823,24.68,76.52,925.3,748.8,0.1447
14.82242,82.26693,1.11,0.9812,14.92,62.25,811.4,1846.76,0.033
12.25391,87.36774,4.27,1.0342,14.55,86.12,854.12,1466.77,0.0427
16.61534,75.43132,4.02,0.9559,21.51,63.93,808.48,1893.6,0.0824
27.71372,69.31127,5.98,1.0279,25.34,65.11,880.74,1234.95,0.2949
20.8982,82.63268,5.83,1.0221,19.17,55.72,857.6,1437.96,0.2681
11.55026,81.87622,6.44,1.0329,18.67,61.08,865.21,1362.04,0.395
13.19942,80.02963,1.09,0.9686,17.79,71.28,808.94,1880.58,0.0322
11.89135,76.5889,4.82,1.0657,24.37,75.17,910.18,864.34,0.1667
17.55255,73.79005,4.44,1.0228,10.85,72.49,833.84,1700.82,0.0952
26.19164,77.9924,3.67,1.1071,18.19,60.45,925.84,810.27,0.0098
8.30206,87.0141,1.28,0.9918,22.63,62.6,842.08,1604.54,0.0
21.7202,85.68464,1.34,1.0864,26.7,71.77,935.05,658.25,0.0
24.65103,78.75637,7.43,1.0316,19.21,55.81,865.76,1376.34,0.5876
27.96217,73.00254,2.9,1.0844,23.01,80.75,921.85,825.28,0.0
27.73724,85.98541,4.34,1.0188,23.12,74.84,866.47,1333.76,0.0852
23.04329,75.09716,6.78,1.1392,22.15,63.83,965.65,401.9,0.4166
14.61769,75.02771,4.98,1.0312,21.25,82.72,871.46,1293.92,0.1458
19.91267,78.5619,2.47,1.045,14.46,71.2,862.73,1393.65,0.0186
9.41269,83.62207,6.42,1.0792,31.58,52.7,943.97,583.02,0.3442
9.20757,73.04367,9.3,1.1448,31.97,67.01,1002.67,76.07,1.2402
20.27634,70.65021,1.21,1.0347,16.36,93.68,859.86,1413.73,0.0071
9.31321,84.0496,1.04,0.9765,14.31,80.29,805.8,1938.86,0.0151
24.53017,86.02071,6.55,0.9687,25.22,66.13,829.61,1716.37,0.3569
11.35726,71.59258,5.15,1.1082,25.39,71.33,949.7,543.27,0.1724
15.51,73.11096,6.74,1.1376,26.59,89.42,978.85,305.65,0.4287
9.35633,70.10847,4.08,1.0001,25.23,71.82,856.61,1394.44,0.1101
27.10554,78.13787,5.96,1.1058,28.24,63.33,956.63,546.45,0.2663
16.33861,83.68065,2.16,1.0487,29.07,68.93,909.73,971.72,0.0
13.91012,71.0644,2.86,1.0474,19.51,66.66,879.93,1135.54,0.0324
13.83573,68.76245,4.05,1.0976,22.12,77.98,930.26,711.61,0.0496
12.80848,78.70422,3.42,0.9773,15.18,65.46,808.87,1866.16,0.0462
18.66393,68.97453,6.35,1.1406,29.63,60.58,991.29,158.1,0.3518
11.28985,68.34657,3.55,1.0136,19.83,77.17,852.41,1372.04,0.0
23.00581,81.87966,6.87,1.1197,28.71,52.57,970.18,364.94,0.4954
14.29982,75.46371,5.24,1.1236,27.0,76.11,968.08,363.88,0.2259
17.05979,86.9646,3.36,1.0761,19.91,65.34,905.28,972.65,0.0126
9.90722,76.23266,2.28,0.9596,21.62,66.72,811.95,1841.24,0.0
8.88612,81.28867,6.25,1.0062,23.05,71.41,855.49,1489.39,0.3417
27.10401,76.50309,3.89,1.001,11.43,75.55,817.73,1778.41,0.0364
12.63816,71.77153,4.0,0.9835,11.79,70.22,804.41,1964.13,0.0556
15.67007,77.4259,3.18,1.0847,19.97,61.73,912.63,907.08,0.0
21.87621,85.64057,2.36,0.9787,17.96,80.4,817.83,1805.17,0.0
9.61777,68.667,6.87,1.0932,25.8,73.64,938.13,663.32,0.439
24.92953,74.70179,3.22,1.1232,24.01,75.7,958.12,515.0,0.0333
19.65489,78.59907,1.29,1.0049,13.69,52.49,827.43,1672.15,0.0
21.35086,75.8103,4.13,1.0647,18.44,75.61,891.18,1087.67,0.0867
12.34824,73.123,2.08,1.0288,20.82,61.6,868.11,1261.31,0.0
