latitude,longitude,ghi,dni,dhi,gti,temperature_c,humidity_pct,cloud_cover_pct,pressure_hpa,wind_speed_m_s,elevation_m,solar_generation_mw
11.85261,78.07403,235.85,178.41,35.59,233.54,32.57,67.08,19.11,1009.37,3.06,27.12,0.9369
24.7843,79.39688,654.07,311.32,335.53,715.81,14.85,65.06,65.96,829.01,3.75,1659.78,2.9452
25.63718,76.46314,625.06,408.34,207.23,579.04,28.81,65.51,30.97,913.13,1.17,878.9,2.251
15.07708,70.49298,790.69,559.21,201.69,838.89,21.22,59.05,34.23,838.33,1.6,1630.25,3.4105
20.4231,69.62828,467.53,388.62,151.32,488.97,18.7,67.12,42.41,984.11,3.72,265.15,2.0043
11.8355,79.30045,530.12,341.16,180.48,500.72,25.02,68.36,53.75,867.68,3.14,1272.73,1.9337
21.49212,87.64111,906.76,549.87,261.4,833.72,15.8,75.93,33.04,880.84,3.55,1192.87,3.2838
23.36903,72.91947,260.43,128.06,78.83,237.39,18.64,63.27,35.25,851.65,2.19,1396.89,0.9624
27.94768,78.3305,547.49,489.18,94.91,590.5,27.21,56.3,23.53,914.38,1.45,805.15,2.428
17.74801,86.84649,408.84,289.4,99.49,405.56,30.32,67.13,36.24,966.29,2.06,335.61,1.4951
24.49768,84.76764,420.75,377.91,99.78,437.47,20.23,69.46,21.49,865.04,2.95,1328.85,1.7822
10.14243,87.29608,653.46,472.57,116.36,715.69,30.59,60.19,5.37,951.52,2.86,552.64,2.8586
14.08402,77.93345,393.65,358.92,46.86,371.66,18.74,72.27,15.98,861.64,1.97,1386.85,1.4463
18.87515,70.4123,518.44,349.61,135.05,509.76,19.76,66.95,40.52,923.43,1.15,833.46,1.9801
20.08688,86.42912,517.03,273.83,241.59,609.32,25.34,62.36,67.4,890.8,1.31,1084.55,2.3988
23.60689,79.36096,739.37,551.41,208.04,714.24,21.05,53.79,23.12,868.34,2.48,1258.47,2.9021
22.13717,70.48177,383.22,345.16,45.65,462.66,21.98,72.65,3.56,865.71,3.2,1305.56,1.8266
19.53319,70.41626,420.61,222.56,182.37,417.77,24.54,50.12,59.59,879.19,1.1,1215.42,1.6865
26.22767,70.25348,261.77,133.89,117.19,253.1,26.97,53.54,76.87,984.2,1.01,216.16,0.9999
25.43227,73.33001,180.37,112.58,61.7,187.25,42.75,54.13,48.0,991.39,4.44,109.88,0.6463
18.61862,83.17595,102.42,104.17,17.66,107.37,33.16,71.46,18.12,908.59,1.72,885.77,0.4172
26.91321,78.1541,439.25,272.68,116.47,401.92,14.8,69.74,18.98,838.66,0.63,1666.96,1.6866
13.91218,76.23762,726.69,502.92,198.25,825.62,19.01,81.24,38.67,827.93,2.0,1716.52,3.243
16.68565,83.41204,894.71,558.39,376.32,1003.33,17.94,48.88,36.97,968.04,1.26,390.98,4.2173
13.80828,82.26954,720.33,589.37,132.37,667.8,21.45,67.83,21.55,830.52,5.4,1744.74,2.601
11.85565,86.74872,497.62,380.4,127.95,509.4,31.24,61.08,21.83,980.82,2.95,309.79,2.0161
23.76037,73.91729,700.11,638.67,57.31,773.82,26.21,73.56,8.89,991.54,4.1,208.43,3.0362
18.89002,72.81048,448.62,384.44,57.39,474.19,20.8,71.45,14.83,927.95,1.84,713.34,1.8869
22.70069,74.72878,690.81,494.41,183.29,739.82,33.09,68.14,19.51,968.33,4.44,359.41,2.8526
17.64963,84.14571,825.39,505.69,279.95,900.63,25.74,58.76,53.48,857.19,1.6,1425.75,3.5842
21.61397,70.2056,262.55,166.45,62.98,267.55,29.47,52.3,21.65,955.17,1.94,519.0,1.0148
18.36916,73.72578,233.12,210.14,39.51,276.03,21.94,56.65,9.0,849.31,2.22,1516.52,1.099
20.36086,68.1102,768.56,595.31,141.81,725.01,23.57,72.27,24.91,946.9,1.37,602.55,2.8791
26.90342,86.75486,557.01,440.52,153.6,487.24,21.46,73.83,42.16,853.16,3.71,1461.51,1.9501
18.13035,83.26074,445.82,328.19,141.81,402.57,24.16,80.32,32.42,878.36,0.66,1203.82,1.5448
22.01698,82.8729,326.31,263.07,103.1,313.13,18.48,71.73,31.89,921.39,1.79,766.25,1.3054
26.71816,71.5737,229.91,144.34,64.94,261.19,22.97,56.0,45.21,908.57,2.44,909.74,1.021
20.62293,73.99841,524.99,370.38,152.46,594.52,15.59,57.87,36.17,870.8,1.95,1333.02,2.5026
24.31045,77.65619,447.66,412.41,37.47,438.97,25.43,57.93,5.36,908.66,2.25,902.03,1.7131
9.50169,81.85214,94.34,144.47,32.58,91.2,21.31,64.79,34.91,913.06,1.81,913.91,0.3656
19.33627,77.18148,546.07,320.17,205.22,527.41,23.04,78.16,60.7,827.17,4.31,1667.06,1.9733
12.63795,75.32654,332.14,217.74,126.93,284.55,18.25,78.37,48.92,936.12,4.67,641.9,1.1287
25.87742,85.73593,343.19,316.34,70.98,300.43,21.21,63.13,32.28,891.71,0.66,1059.06,1.2101
22.57787,71.06917,933.73,806.78,180.96,922.09,22.06,49.68,9.93,855.47,1.3,1453.84,3.8451
21.72107,74.72885,693.25,536.51,168.64,635.68,20.38,71.15,16.77,852.38,0.84,1435.22,2.5568
23.65412,75.87792,649.06,418.32,289.78,656.88,13.24,62.76,62.37,853.84,2.23,1416.23,2.6497
25.35284,85.32379,389.51,324.5,102.23,377.36,18.3,67.82,29.21,858.51,3.11,1416.98,1.5471
14.80754,87.53651,665.67,495.22,123.51,737.04,22.41,71.94,25.18,936.04,5.14,652.93,2.8925
14.05024,78.62169,655.21,456.32,204.46,588.71,24.8,68.22,32.01,874.6,2.15,1209.08,2.3119
24.43225,71.54199,341.39,262.74,127.77,329.4,21.45,72.09,49.21,836.94,1.53,1607.39,1.3554
27.91145,85.54417,175.91,83.55,47.02,171.76,28.5,68.01,32.4,1004.52,2.88,79.46,0.6591
11.69577,72.11537,512.35,348.84,163.94,551.98,13.81,66.21,20.1,842.27,7.27,1577.89,2.3453
25.47233,68.99092,621.31,419.92,234.68,673.23,23.96,66.78,43.1,986.95,1.2,227.18,2.6378
16.70447,76.67007,705.5,533.03,165.97,722.35,18.07,69.75,26.66,887.12,4.51,1170.16,2.8856
21.88846,83.97579,400.85,349.01,122.57,412.16,26.26,65.16,34.52,848.63,3.41,1448.86,1.599
15.13173,76.10351,505.34,365.27,138.54,579.42,24.04,69.95,36.6,975.58,4.85,378.82,2.2298
8.18917,80.45921,677.19,480.31,207.95,631.06,28.47,68.9,39.43,966.58,0.52,436.03,2.4376
10.46206,77.55792,592.23,559.84,49.43,564.42,21.39,68.45,5.05,895.9,4.16,1029.68,2.3178
22.17063,70.99844,573.76,451.9,53.06,561.41,23.2,74.57,10.03,892.48,4.69,1055.6,2.2073
9.44013,86.32154,701.3,585.32,163.25,759.56,21.43,75.22,31.6,924.97,1.73,741.09,3.0239
11.37051,77.61223,46.92,56.55,8.58,50.93,22.23,74.1,15.38,864.88,2.92,1338.08,0.2048
22.22063,73.66068,571.97,384.83,159.81,482.35,26.47,66.73,24.42,902.34,2.83,1016.71,1.936
21.68347,72.78294,529.97,299.01,208.54,552.41,23.79,57.47,44.33,856.72,4.36,1443.45,2.233
11.49058,71.09681,52.12,84.39,9.54,55.9,34.81,60.08,15.57,924.51,1.46,752.41,0.1594
12.18304,87.4339,121.92,99.91,41.74,116.75,25.12,71.64,29.02,955.24,0.52,497.9,0.4631
15.71704,84.12702,497.27,243.36,212.86,574.99,24.61,73.14,60.35,988.96,1.09,191.08,2.1694
16.06482,68.39855,548.44,341.37,143.81,605.48,29.04,69.9,32.12,969.65,4.97,381.29,2.3807
23.01533,68.82189,351.48,223.52,152.1,376.62,34.44,63.71,58.02,942.77,1.25,644.31,1.4462
16.34942,76.45548,628.25,529.23,126.84,641.85,31.62,59.83,13.28,913.16,3.0,911.89,2.5105
10.69657,73.81111,352.32,240.43,116.61,401.04,22.93,63.61,41.48,973.96,2.07,390.38,1.5965
24.98045,72.29483,406.89,285.81,61.57,411.69,21.26,75.27,8.73,913.56,5.17,919.99,1.6696
17.95712,79.51181,459.69,298.16,155.51,426.63,27.67,60.45,46.01,929.29,1.35,738.74,1.6625
10.93388,85.25812,322.62,267.26,88.15,314.74,18.59,70.56,30.02,937.89,1.09,675.49,1.2945
8.49114,71.73427,176.64,61.88,50.04,183.38,24.92,60.08,21.2,926.82,4.82,769.83,0.7215
17.64417,74.53429,203.55,151.31,48.16,200.66,13.21,71.64,30.43,854.74,1.75,1440.84,0.8178
20.49331,77.70778,303.06,208.45,62.69,301.99,22.8,77.88,39.78,1003.6,1.56,149.92,1.141
25.6593,80.71698,790.47,591.61,221.32,789.03,22.86,67.68,34.89,881.95,3.84,1135.32,3.1256
26.15127,68.47682,720.39,434.89,308.39,846.99,13.29,87.78,56.01,877.06,0.64,1281.38,3.2738
26.62779,73.52848,483.39,296.0,194.57,505.5,22.45,70.52,67.42,857.09,2.47,1410.63,1.9571
8.41187,69.7665,595.55,402.67,189.17,564.22,20.46,94.17,44.26,820.68,4.45,1777.31,2.1322
20.88124,87.73037,482.86,429.41,84.29,477.77,25.52,64.9,16.06,906.34,3.51,905.84,1.8542
22.18396,80.76715,696.86,522.54,196.23,697.77,18.62,60.22,21.97,871.04,2.43,1305.19,2.862
20.69287,87.84929,631.29,458.44,155.69,670.89,33.81,51.73,31.03,994.12,0.59,132.98,2.6895
11.08963,84.74752,477.2,359.11,125.77,509.17,22.23,63.98,38.56,822.26,2.98,1744.84,2.0372
12.81356,79.27428,388.95,322.71,31.39,430.45,27.71,66.83,17.93,883.11,1.95,1181.96,1.6446
19.07917,76.28884,554.23,384.75,142.52,593.94,35.35,46.67,31.74,976.32,1.78,305.53,2.2686
27.09139,79.28924,492.62,368.47,51.3,518.43,31.92,70.14,4.4,998.96,2.46,150.64,1.9617
8.2374,78.96322,369.03,337.4,69.61,344.19,35.28,44.03,4.27,973.79,3.61,348.28,1.3657
12.36569,79.55475,374.29,263.06,75.1,356.56,22.77,77.46,32.15,905.4,2.24,958.36,1.3868
25.29396,80.62901,726.95,588.65,157.72,747.56,30.86,75.24,0.79,970.25,3.91,357.66,2.8846
23.62371,81.27024,715.53,556.15,143.21,873.78,25.18,61.34,6.0,831.9,0.59,1711.34,3.5589
14.48655,77.04515,756.31,548.07,186.24,702.24,25.05,56.8,28.65,982.22,1.17,225.34,2.9184
15.53265,81.02974,697.1,479.48,187.45,766.2,25.97,50.79,22.7,849.08,3.91,1476.43,3.102
10.92089,76.4445,447.34,458.5,35.79,486.09,23.17,77.91,5.36,843.06,2.58,1510.29,1.9144
13.11652,73.69947,755.61,594.31,145.6,840.75,22.39,48.65,11.76,957.56,3.28,495.5,3.4553
14.4718,83.28378,850.82,693.41,153.44,793.17,22.81,68.64,11.69,830.38,3.47,1707.48,3.1199
22.12393,72.2115,494.86,494.15,51.76,443.66,28.75,62.63,19.0,939.37,3.4,624.37,1.7203
22.37459,70.04055,274.82,177.9,77.16,337.72,25.95,56.94,42.17,854.03,3.04,1404.61,1.3493
22.19056,69.29838,753.37,566.75,198.69,821.87,18.62,65.69,25.37,851.16,3.83,1447.09,3.3278
22.38084,80.77365,595.08,498.04,96.36,573.3,12.59,70.61,15.4,829.06,2.05,1648.59,2.3422
17.94998,86.68163,187.84,124.51,39.79,160.75,19.05,63.31,19.56,927.64,2.87,728.97,0.6372
20.59165,85.8788,693.83,543.16,167.14,687.54,25.2,69.63,13.43,921.49,1.95,792.99,2.6872
20.81616,84.6315,483.41,425.99,83.45,447.09,22.36,74.05,10.45,900.15,0.86,944.08,1.7692
16.53812,70.18476,523.45,363.99,157.77,494.91,31.83,65.56,31.73,895.39,1.83,1020.16,1.9306
13.92296,84.13675,871.85,648.23,193.1,955.32,28.82,67.65,15.7,934.96,0.93,741.11,3.7008
22.0193,81.71479,884.33,779.0,70.75,1100.0,21.57,74.39,15.86,824.94,3.77,1723.45,4.4055
25.56929,68.03586,626.57,372.13,252.72,724.55,27.01,53.1,69.44,852.05,1.29,1431.5,2.8516
26.56576,79.91137,438.29,387.61,94.66,497.82,23.09,59.47,38.6,854.68,1.26,1418.19,2.036
26.28449,83.73861,562.03,384.05,115.96,616.64,35.3,51.39,22.0,977.37,1.83,320.33,2.4132
18.43805,84.59209,262.0,248.89,36.54,269.09,30.92,55.81,14.0,933.77,2.07,673.63,1.0682
17.72386,73.63874,478.99,332.01,80.04,465.49,24.03,66.73,26.34,892.88,4.67,1106.64,1.9005
9.23573,73.69829,287.68,229.42,59.79,264.77,13.51,76.04,19.31,848.63,2.5,1531.5,1.0781
17.35546,71.09424,407.19,277.28,82.61,430.72,19.3,53.4,7.84,850.97,0.59,1492.5,1.7582
11.6325,78.41417,543.56,361.86,138.21,564.4,29.49,62.69,37.04,978.42,0.88,328.21,2.1585
18.27801,72.4292,138.92,105.48,49.56,138.09,26.86,66.95,45.74,1004.52,1.45,55.82,0.4792
19.20606,71.56407,325.53,254.07,124.9,329.2,26.62,80.34,53.75,981.82,1.66,272.3,1.2363
15.51925,84.74604,539.56,330.36,170.94,480.48,25.27,65.27,38.75,907.56,2.94,971.29,1.942
12.7333,76.20797,795.81,630.97,173.05,815.92,18.23,91.08,53.67,838.0,3.39,1625.86,3.2276
19.29685,81.88094,480.0,399.07,83.26,481.69,29.99,69.79,11.74,992.14,3.77,194.78,1.9211
13.0278,73.31718,665.07,522.75,122.36,645.91,21.32,69.21,14.66,891.14,2.93,1125.9,2.581
19.02095,68.40018,843.14,709.54,151.51,872.54,27.34,55.19,23.11,992.41,5.4,188.08,3.4866
12.83824,73.43349,590.46,527.5,47.24,589.55,30.95,61.78,1.86,877.75,0.57,1256.2,2.3606
17.91629,84.05346,560.4,453.49,107.99,557.73,28.46,72.93,10.66,962.6,0.95,455.02,2.1367
20.46282,72.8461,649.66,515.21,151.76,609.39,28.37,75.46,26.87,881.9,3.26,1162.94,2.3489
27.70761,72.43715,317.41,201.87,109.02,283.81,22.56,77.7,52.05,892.55,2.16,1127.52,1.1594
21.79282,74.41692,746.41,544.1,147.36,757.54,29.76,65.5,19.15,998.51,2.05,73.65,2.901
10.91956,83.3936,730.15,602.59,123.41,678.07,30.17,42.99,13.64,910.63,1.08,883.9,2.7203
17.31693,78.89492,632.96,380.89,187.73,673.0,31.79,68.03,46.25,909.49,5.48,865.54,2.5593
13.05154,84.48923,386.14,335.76,48.53,347.88,19.72,81.63,8.6,820.0,1.63,1783.84,1.3852
15.89941,78.63615,756.67,625.27,157.57,743.09,26.79,60.79,20.85,1002.07,2.51,112.95,2.96
11.91438,74.58341,249.02,172.63,58.12,273.28,16.18,85.94,27.04,903.95,1.57,954.2,1.0214
13.93088,80.32891,737.34,506.06,178.7,663.66,26.85,82.23,28.78,976.14,1.87,333.53,2.5707
12.33355,86.81767,512.57,376.18,92.25,542.51,30.28,68.08,10.84,1008.22,5.59,53.35,2.0741
8.90901,76.47732,115.37,75.51,31.78,127.28,21.73,87.76,40.32,900.77,1.6,1012.5,0.483
14.00156,75.70917,445.63,208.55,195.84,429.3,27.1,62.8,70.72,888.55,5.49,1123.49,1.6064
19.25657,79.37825,792.22,705.87,85.34,797.23,19.41,59.09,2.86,826.22,1.23,1776.2,3.338
11.42306,69.35162,490.03,431.84,142.95,526.33,20.19,81.59,33.41,842.53,3.03,1602.77,2.0069
25.20463,83.56177,986.72,770.23,252.14,1093.26,29.49,72.31,8.25,951.5,2.1,529.73,4.1658
26.86678,85.82876,178.47,140.06,47.86,200.01,28.57,70.58,40.53,882.62,3.05,1171.43,0.79
14.59943,87.69549,599.47,454.31,147.44,688.47,11.2,83.03,29.25,829.17,3.89,1703.7,2.7676
26.44292,85.1336,790.12,576.78,196.18,615.63,23.74,62.3,31.96,830.17,1.96,1632.07,2.472
13.38801,70.61371,493.52,413.92,67.64,484.94,21.78,67.97,0.7,888.89,1.88,1088.2,1.9353
8.20668,72.3925,784.7,555.77,270.57,761.05,31.91,67.26,39.37,1004.08,2.97,86.77,2.9223
18.25351,76.90088,548.86,353.26,236.25,520.96,25.25,69.81,53.08,854.31,4.55,1413.4,1.9985
10.66136,69.1282,409.65,259.66,102.2,344.0,25.97,62.74,23.42,969.5,2.53,345.05,1.3936
17.82323,70.25675,468.06,355.8,81.75,497.5,23.73,65.55,12.7,821.93,1.89,1718.69,2.0095
24.69564,87.80354,462.47,342.41,110.82,463.65,28.6,56.43,16.75,952.27,1.43,476.39,1.921
26.0699,79.47093,778.25,610.94,140.5,785.54,36.4,52.96,10.26,857.16,1.38,1395.19,3.0566
9.11257,73.8611,374.08,270.27,101.0,356.09,39.63,65.98,42.5,1002.62,3.65,79.34,1.3721
20.51611,75.14599,681.03,566.36,111.68,731.6,10.17,68.12,16.85,838.72,1.79,1563.74,3.1446
15.98178,75.37021,638.8,416.86,175.33,611.66,25.02,84.34,26.32,991.63,2.8,177.95,2.312
24.40186,85.28723,376.67,303.86,96.43,329.29,27.75,61.53,39.19,972.16,2.09,288.48,1.3587
13.29423,72.70789,705.51,596.04,166.21,671.07,21.57,64.79,5.71,913.44,2.12,926.98,2.7235
25.02646,80.02131,649.93,469.34,154.4,680.31,18.83,81.53,33.86,843.51,1.51,1583.52,2.6652
13.65065,86.56138,659.59,471.74,133.63,692.76,23.37,81.77,26.93,923.09,4.1,850.79,2.6927
13.18244,76.79661,487.09,402.19,92.76,474.53,33.72,75.48,34.62,969.16,1.48,330.75,1.7721
14.38243,87.76203,265.82,169.29,93.99,243.06,25.87,83.12,46.2,986.95,3.74,254.59,0.9763
22.29432,82.16878,716.82,564.99,197.91,705.96,27.95,76.92,33.29,938.63,3.89,649.14,2.735
25.68298,81.25748,494.29,346.0,156.99,592.27,24.93,70.06,34.54,908.34,2.48,972.93,2.3238
24.37616,81.51192,231.66,178.68,56.31,206.39,20.0,81.17,13.45,820.0,4.19,1796.57,0.8373
12.96433,85.25969,698.3,605.53,118.47,715.22,26.77,60.09,11.84,927.84,1.67,801.91,2.8243
21.4006,72.90519,628.31,307.81,278.66,622.7,29.95,60.18,72.31,921.68,3.03,808.07,2.3894
17.21806,79.10608,497.89,350.49,129.04,440.51,20.9,64.09,17.26,851.41,2.01,1489.05,1.8122
9.82409,80.10854,741.51,584.31,157.24,672.02,18.29,68.5,17.46,863.91,2.9,1279.61,2.7407
23.56851,73.46541,546.48,414.54,175.82,573.19,19.26,55.7,45.07,880.2,3.22,1226.45,2.3504
19.52232,74.03217,724.39,512.86,196.05,795.35,21.55,69.71,18.23,933.94,2.19,697.03,3.1774
12.42197,82.46735,502.49,423.54,101.9,527.64,25.32,47.34,17.39,962.67,3.35,385.51,2.2018
22.26295,85.09079,570.93,350.04,178.7,576.02,35.41,45.99,43.99,954.58,4.2,486.6,2.2151
25.77015,76.96896,270.14,158.51,78.39,277.68,31.62,56.95,22.79,934.92,3.38,655.35,1.0683
16.14063,76.878,1007.78,762.69,216.83,1030.63,17.79,71.2,3.96,820.0,3.51,1790.32,4.1654
10.26887,84.1774,582.48,460.75,109.94,662.0,20.3,65.19,13.22,852.09,0.96,1522.19,2.7269
23.71271,82.48547,636.15,470.78,197.81,664.75,20.53,81.44,58.01,856.8,2.25,1366.52,2.5918
25.77081,75.82011,745.73,514.56,207.74,802.01,30.09,44.78,44.94,980.0,0.99,263.82,3.2006
27.20633,76.969,287.05,240.18,61.99,267.83,29.44,63.55,5.51,956.48,5.38,482.37,1.0462
8.29418,72.76266,569.08,307.99,254.06,511.46,26.05,45.1,71.64,984.59,0.92,266.09,2.0579
14.55775,74.77393,271.51,239.42,57.25,288.67,28.86,81.38,30.95,951.06,1.62,589.71,1.1156
24.39732,82.53996,162.07,128.54,41.41,175.76,22.9,66.37,32.09,956.25,4.61,512.72,0.6923
11.69712,78.1491,890.5,787.96,99.73,961.12,21.94,67.31,6.01,862.07,1.13,1327.85,3.9037
23.16881,82.41501,970.51,760.91,201.61,922.44,21.23,77.61,18.93,926.16,1.11,778.09,3.6566
21.19237,75.31319,579.25,494.23,83.67,550.09,15.56,62.64,3.45,920.6,0.83,843.41,2.3432
8.24593,75.33783,430.34,291.85,65.49,456.87,23.76,60.42,1.57,895.06,4.36,1046.55,1.9202
21.68171,81.30336,650.15,540.01,62.11,706.28,30.19,53.18,12.32,955.05,2.97,504.11,2.7914
8.89487,69.96405,852.95,702.39,147.25,904.23,26.94,78.58,10.3,895.04,1.41,1062.01,3.479
24.20832,73.74129,454.33,339.83,113.67,463.91,20.19,67.85,33.59,964.86,3.55,392.96,1.8736
26.35342,68.48509,138.78,77.53,27.53,144.89,19.43,73.35,7.41,833.86,1.76,1657.91,0.6158
17.7102,76.10689,749.05,627.75,148.31,737.64,18.94,81.57,20.97,869.19,3.86,1332.88,2.8782
26.17699,69.52423,207.82,136.06,48.63,198.54,25.56,72.92,28.14,830.27,1.05,1756.44,0.6581
14.42398,75.61293,598.33,370.78,234.67,577.61,20.05,68.68,34.26,974.26,2.38,302.59,2.3126
21.30023,77.76941,821.74,655.11,203.6,838.76,27.46,69.93,26.94,849.11,3.13,1448.6,3.2638
12.45766,85.84018,88.37,38.61,21.44,90.49,25.13,77.56,43.41,906.87,2.99,918.78,0.3873
20.46113,81.19963,774.8,537.61,219.18,669.13,19.7,75.1,25.5,902.13,1.63,1000.05,2.7098
18.43581,82.57478,783.08,638.34,95.41,893.68,19.83,66.71,10.48,992.57,3.66,162.73,3.6476
20.99746,85.59546,380.69,375.85,79.18,408.86,28.25,85.68,34.38,946.76,1.56,612.87,1.5288
18.51746,76.99958,928.92,700.97,200.8,824.03,19.03,90.61,21.55,979.88,1.59,260.6,3.1474
18.69833,77.88277,279.53,216.99,71.74,300.43,20.54,63.68,37.86,878.92,2.25,1162.95,1.1544
27.91835,78.7416,254.58,130.72,108.68,253.89,28.46,72.78,63.11,912.57,2.26,890.0,0.9734
13.75424,69.75148,695.68,468.99,244.47,651.31,25.26,68.81,60.86,852.27,1.95,1446.09,2.6113
27.7982,76.31065,732.02,668.25,103.78,851.87,27.09,61.37,17.21,900.75,4.1,990.03,3.4297
14.47182,84.84458,910.9,776.66,170.07,1029.98,26.72,79.42,17.88,912.3,2.67,866.99,3.9413
23.86141,69.39787,702.33,513.88,184.9,684.55,27.03,64.91,33.77,821.92,1.5,1771.56,2.629
17.73944,82.2399,373.3,302.06,96.14,403.45,25.86,76.9,44.14,943.85,1.59,685.27,1.5818
15.91946,68.77135,126.92,58.6,47.78,115.61,16.34,76.68,50.35,845.24,3.6,1570.27,0.4499
24.08514,78.97663,261.66,201.6,51.64,258.6,32.02,47.23,19.72,957.69,2.96,447.66,0.9994
10.17693,76.03772,583.4,394.91,144.44,535.75,24.52,74.15,13.97,903.21,0.98,992.48,2.0666
10.90354,83.19004,239.52,187.01,55.82,217.91,32.25,52.85,35.5,997.29,0.84,153.02,0.8574
25.98983,87.76035,292.49,229.42,53.44,308.79,28.11,78.02,29.52,936.9,1.51,688.57,1.1607
21.85897,71.93297,131.42,106.56,17.08,145.09,25.29,70.74,9.48,941.25,1.19,618.49,0.6043
21.80548,68.87357,556.02,496.15,119.54,596.29,26.38,67.24,23.29,949.35,0.22,619.73,2.3345
10.15289,69.03138,307.44,213.96,107.26,261.42,21.14,54.66,62.68,833.07,2.31,1643.68,1.0436
9.10687,71.07313,702.8,425.89,237.97,707.82,23.81,73.76,52.71,875.73,2.91,1131.49,2.7839
8.04515,68.01974,244.33,170.77,35.22,238.22,20.98,79.67,7.78,929.03,1.45,766.92,0.9514
14.51448,86.50973,373.02,242.01,107.11,370.2,29.43,62.93,39.78,991.12,2.65,205.42,1.3944
11.10983,72.9626,259.1,155.44,65.27,244.66,21.22,66.11,32.35,888.39,4.3,1138.81,1.0188
9.32446,68.79387,357.67,236.02,107.4,361.46,19.77,72.27,41.23,887.0,1.06,1134.69,1.371
15.95824,85.70966,414.71,298.32,103.93,366.14,27.7,66.64,26.63,894.84,5.4,1055.82,1.4363
12.17147,68.53673,398.45,255.18,146.1,394.54,34.85,75.43,54.56,856.66,0.79,1352.82,1.5074
13.07163,86.95617,449.56,360.37,88.19,493.47,22.15,68.8,24.62,869.29,2.59,1328.51,1.9115
22.6935,74.99637,476.05,377.32,88.71,494.2,35.39,56.3,10.42,991.66,4.19,150.7,1.9015
21.55789,76.30547,301.93,272.37,84.74,342.41,28.11,73.69,38.91,900.15,2.63,1015.47,1.369
15.61725,76.61639,455.39,282.28,115.69,413.08,32.72,53.18,23.84,913.33,1.27,787.19,1.6179
24.52109,69.3877,694.11,552.26,129.0,661.84,31.41,67.8,23.97,952.07,0.27,507.3,2.5161
10.84387,77.31393,649.24,489.15,139.1,668.25,27.2,62.6,13.43,1005.18,1.73,62.86,2.6649
9.96827,73.72879,313.05,338.64,25.04,343.55,30.2,59.09,1.98,886.57,1.53,1088.46,1.3201
20.55016,80.92846,690.41,598.1,151.95,710.98,18.42,71.14,8.1,831.13,1.13,1629.93,2.8511
13.21401,78.12319,156.61,64.73,47.43,173.21,23.85,71.37,46.95,881.29,3.32,1140.75,0.6867
16.54054,78.99769,566.19,438.0,93.48,517.15,18.43,74.03,15.27,902.48,5.34,947.92,2.0743
27.15346,80.64367,249.05,168.11,47.23,257.89,21.99,83.07,23.9,851.79,0.45,1496.35,0.9066
18.33173,77.93542,287.55,231.03,83.44,277.97,18.15,69.22,33.62,830.94,2.1,1705.71,1.1273
19.78421,83.81526,698.12,590.79,106.75,729.77,28.64,59.91,22.05,976.03,3.2,286.16,2.8556
11.43968,78.14359,695.54,576.34,151.8,672.09,21.23,66.66,3.75,852.4,3.42,1522.35,2.7299
18.88263,79.07345,196.63,127.59,45.75,185.14,34.04,59.88,24.72,1000.01,1.47,128.25,0.7322
8.49594,81.60777,349.68,218.93,85.6,386.96,35.08,62.14,38.1,1004.7,1.89,94.05,1.4201
20.44053,86.19099,616.68,422.36,153.58,717.36,33.13,66.2,19.58,981.81,3.69,250.75,2.7562
8.85534,86.94805,679.18,508.57,198.08,790.16,24.79,83.11,35.25,969.73,1.29,396.66,3.0646
13.87291,76.43961,329.06,258.87,103.52,327.21,22.92,73.15,40.02,896.6,2.96,1010.3,1.3342
25.51772,85.44836,925.79,675.85,319.12,875.22,28.34,70.71,26.79,997.5,3.24,112.18,3.4088
17.8482,87.50868,665.0,533.73,114.11,749.77,27.36,73.88,16.78,855.78,3.58,1413.55,2.8949
23.52908,83.82118,392.63,261.03,115.21,389.75,20.56,69.17,36.22,883.06,2.38,1144.86,1.6436
13.60245,75.50592,875.31,757.19,154.36,963.89,25.96,52.28,10.8,970.78,1.81,360.31,3.9033
26.20289,68.12897,709.83,652.4,56.79,708.68,12.77,76.0,8.19,835.89,1.42,1623.93,2.9876
8.86539,85.33889,185.33,203.02,60.22,221.68,32.57,55.81,53.43,1008.36,4.01,82.33,0.8741
10.34521,86.0378,443.69,345.55,145.32,481.41,23.64,72.81,44.42,886.22,2.59,1149.61,1.8922
23.62905,77.34633,434.94,323.44,135.83,466.25,31.58,63.69,48.76,993.14,1.26,178.01,1.7907
25.12911,87.4265,851.01,736.41,127.83,889.78,26.47,52.87,15.35,823.37,3.25,1699.69,3.5634
16.05921,81.15901,355.86,248.55,122.0,364.81,25.49,93.37,61.09,902.38,1.11,936.35,1.3672
24.38264,74.2939,667.29,655.23,70.84,727.58,35.07,60.56,7.3,901.0,2.74,1012.38,2.791
9.46635,69.00244,140.72,140.49,49.19,129.14,34.73,59.55,49.97,996.07,0.53,118.27,0.4184
8.47139,87.37024,735.29,577.37,170.79,727.58,25.34,73.05,32.64,866.72,2.76,1358.2,2.8547
22.90542,81.82592,488.53,416.81,127.87,502.79,19.12,52.23,23.36,1013.08,2.19,29.45,2.0951
24.24737,77.80298,155.85,112.0,23.76,144.97,31.51,81.85,33.72,980.67,1.94,306.63,0.5036
25.508,84.86154,858.15,620.23,290.32,924.41,27.86,73.66,26.1,911.62,1.54,824.44,3.6417
